Year,Category,Nominee,Additional Info,Won?
1992,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon,Thelma & Louise,N
1992,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler,For The Boys,W
1992,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anjelica Huston,The Addams Family,N
1992,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Barkin,Switch,N
1992,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kathy Bates,Fried Green Tomatoes,N
1992,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Pfeiffer,Frankie & Johnny,N
1992,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Amanda Donohoe,L.A. Law,W
1992,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Estelle Getty,The Golden Girls,N
1992,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faith Ford,Murphy Brown,N
1992,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jean Stapleton,Fire In The Dark,N
1992,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Park Overall,Empty Nest,N
1992,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rhea Perlman,Cheers,N
1992,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sammi Davis-Voss,Homefront,N
1992,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mercedes Ruehl,The Fisher King,W
1992,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diane Ladd,Rambling Rose,N
1992,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Tandy,Fried Green Tomatoes,N
1992,Best Performance by an Actress in a Supporting Role in any Motion Picture,Juliette Lewis,Cape Fear,N
1992,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman,Billy Bathgate,N
1992,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen,Murphy Brown,W
1992,Best Performance by an Actress in a Television Series - Musical or Comedy,Jamie Lee Curtis,Anything But Love,N
1992,Best Performance by an Actress in a Television Series - Musical or Comedy,Katey Sagal,Married With Children,N
1992,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley,Cheers,N
1992,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr,Roseanne,N
1992,Best Screenplay - Motion Picture,Callie Khouri,Thelma & Louise,W
1992,Best Screenplay - Motion Picture,JFK,,N
1992,Best Screenplay - Motion Picture,James Toback,Bugsy,N
1992,Best Screenplay - Motion Picture,Lawrence Kasdan,Grand Canyon,N
1992,Best Screenplay - Motion Picture,Ted Tally,The Silence of the Lambs,N
1991,Best Director - Motion Picture,Kevin Costner,Dances with Wolves,W
1991,Best Director - Motion Picture,Barbet Schroeder,Reversal of Fortune,N
1991,Best Director - Motion Picture,Bernardo Bertolucci,The Sheltering Sky,N
1991,Best Director - Motion Picture,Francis Ford Coppola,The Godfather Part III,N
1991,Best Director - Motion Picture,Martin Scorsese,GoodFellas,N
1991,Best Performance by an Actor In A Television Series - Drama,Kyle MacLachlan,Twin Peaks,W
1991,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor,In The Heat of the Night (TV),N
1991,Best Performance by an Actor In A Television Series - Drama,James Earl Jones,Gabriel's Fire,N
1991,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo,N
1991,Best Performance by an Actor In A Television Series - Drama,Scott Bakula,Quantum Leap,N
1991,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Garner,Decoration Day,W
1991,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Burt Lancaster,The Phantom of the Opera,N
1991,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Michael Caine,Jekyll & Hyde,N
1991,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ricky/Rick Schroder,The Stranger Within,N
1991,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Steven Bauer,Drug Wars: The Camarena Story,N
1991,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Hulce,Murder In Mississippi,N
1991,Best Performance by an Actor in a Motion Picture - Drama,Jeremy Irons,Reversal of Fortune,W
1991,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,The Godfather Part III,N
1991,Best Performance by an Actor in a Motion Picture - Drama,Kevin Costner,Dances with Wolves,N
1991,Best Performance by an Actor in a Motion Picture - Drama,Richard Harris,The Field,N
1991,Best Performance by an Actor in a Motion Picture - Drama,Robin Williams,Awakenings,N
1991,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gérard Depardieu,Green Card,W
1991,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Edward Scissorhands,N
1991,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Macaulay Culkin,Home Alone,N
1991,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Patrick Swayze,Ghost,N
1991,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Gere,Pretty Woman,N
1991,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Charles Durning,The Kennedys of Massachusetts,W
1991,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Barry Miller,Equal Justice,N
1991,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Blair Underwood,L.A. Law,N
1991,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dean Stockwell,Quantum Leap,N
1991,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jimmy Smits,L.A. Law,N
1991,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bruce Davison,Longtime Companion,W
1991,Best Performance by an Actor in a Supporting Role in any Motion Picture,Al Pacino,Dick Tracy,N
1991,Best Performance by an Actor in a Supporting Role in any Motion Picture,Andy Garcia,The Godfather Part III,N
1991,Best Performance by an Actor in a Supporting Role in any Motion Picture,Armand Assante,Q & A,N
1991,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hector Elizondo,Pretty Woman,N
1991,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joe Pesci,GoodFellas,N
1991,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson,Cheers,W
1991,Best Performance by an Actor in a Television Series - Musical or Comedy,Burt Reynolds,Evening Shade,N
1991,Best Performance by an Actor in a Television Series - Musical or Comedy,Fred Savage,The Wonder Years,N
1991,Best Performance by an Actor in a Television Series - Musical or Comedy,John Goodman,Roseanne,N
1991,Best Performance by an Actor in a Television Series - Musical or Comedy,Richard Mulligan,Empty Nest,N
1991,Best Performance by an Actress In A Television Series - Drama,Patricia Wettig,Thirtysomething,W
1991,Best Performance by an Actress In A Television Series - Drama,Sharon Gless,The Trials Of Rosie O'Neill,W
1991,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",N
1991,Best Performance by an Actress In A Television Series - Drama,Dana Delaney,China Beach,N
1991,Best Performance by an Actress In A Television Series - Drama,Jill Eikenberry,L.A. Law,N
1991,Best Performance by an Actress In A Television Series - Drama,Susan Dey,L.A. Law,N
1991,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Barbara Hershey,"Killing in a Small Town, A",W
1991,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Annette O'Toole,The Kennedys of Massachusetts,N
1991,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lesley Ann Warren,Family of Spies,N
1991,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Stephanie Zimbalist,Caroline?,N
1991,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Suzanne Pleshette,Leona Helmsley: The Queen of Mean,N
1991,Best Performance by an Actress in a Motion Picture - Drama,Kathy Bates,Misery,W
1991,Best Performance by an Actress in a Motion Picture - Drama,Anjelica Huston,The Grifters,N
1991,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,Mr. & Mrs. Bridge,N
1991,Best Performance by an Actress in a Motion Picture - Drama,Michelle Pfeiffer,The Russia House,N
1991,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon,White Palace,N
1991,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,Pretty Woman,W
1991,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Andie MacDowell,Green Card,N
1991,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Demi Moore,Ghost,N
1991,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Postcards From The Edge,N
1991,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mia Farrow,Alice (1990),N
1991,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Piper Laurie,Twin Peaks,W
1991,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faith Ford,Murphy Brown,N
1991,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marg Helgenberger,China Beach,N
1991,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Park Overall,Empty Nest,N
1991,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sherilyn Fenn,Twin Peaks,N
1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Whoopi Goldberg,Ghost,W
1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diane Ladd,Wild at Heart,N
1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lorraine Bracco,GoodFellas,N
1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary McDonnell,Dances with Wolves,N
1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley MacLaine,Postcards From The Edge,N
1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Winona Ryder,Mermaids,N
1991,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley,Cheers,W
1991,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen,Murphy Brown,N
1991,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,Carol & Company,N
1991,Best Performance by an Actress in a Television Series - Musical or Comedy,Katey Sagal,Married With Children,N
1991,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr,Roseanne,N
1991,Best Screenplay - Motion Picture,Michael Blake,Dances with Wolves,W
1991,Best Screenplay - Motion Picture,Barry Levinson,Avalon,N
1991,Best Screenplay - Motion Picture,Francis Ford Coppola,The Godfather Part III,N
1991,Best Screenplay - Motion Picture,Nicholas Kazan,Reversal of Fortune,N
1991,Best Screenplay - Motion Picture,Nicholas Pileggi,GoodFellas,N
1990,Best Director - Motion Picture,Oliver Stone,Born on the Fourth of July,W
1990,Best Director - Motion Picture,Edward Zwick,Glory,N
1990,Best Director - Motion Picture,Peter Weir,Dead Poets Society,N
1990,Best Director - Motion Picture,Rob Reiner,When Harry Met Sally,N
1990,Best Director - Motion Picture,Spike Lee,Do The Right Thing,N
1990,Best Performance by an Actor In A Television Series - Drama,Ken Wahl,Wiseguy,W
1990,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor,In The Heat of the Night (TV),N
1990,Best Performance by an Actor In A Television Series - Drama,Corbin Bernsen,L.A. Law,N
1990,Best Performance by an Actor In A Television Series - Drama,Harry Hamlin,L.A. Law,N
